,text,true,model,true_num,model_num
158,argument ence moral keith human statement saying imply caltech conclusion definition morality wrong rule discussion,bad,good,-2,2
159,argument moral ence keith human imply saying statement caltech conclusion definition morality therefore rule wrong,good,good,2,2
160,argument moral ence keith imply conclusion caltech definition saying human statement therefore morality discussion whether,rather_bad,good,-1,2
161,argument moral ence keith statement human imply saying caltech conclusion definition therefore morality discussion rule,bad,good,-2,2
162,argument moral ence keith statement human saying imply caltech conclusion definition morality wrong rule discussion,bad,good,-2,2
163,argument moral keith ence conclusion imply definition whether discussion saying livesey therefore morality sense rule,good,good,2,2
164,argument moral keith ence conclusion imply definition whether discussion saying therefore morality livesey statement sense,rather_bad,good,-1,2
165,argument sense cannot statement conclusion therefore form assume logic position ence understanding imply fallacy argue,good,good,2,2
166,argument sense cannot statement conclusion therefore form assume position logic ence understanding imply fallacy argue,bad,good,-2,2
167,argument sense cannot statement conclusion therefore form assume position understanding logic suggest imply accept ence,good,rather_good,2,1
172,atheism atheist religion religious belief faith command monitor following check email switch send boot message,bad,rather_bad,-2,-1
173,atheism atheist religion religious boot prof command symposium cycle switch bison everything check utrecht position,rather_bad,rather_bad,-1,-1
174,atheist atheism religion religious belief faith command theist strong saturn position universe following cause response,rather_good,good,1,2
175,atheist belief atheism existence faith ence religion universe religious theist cannot strong assume assumption prove,good,good,2,2
176,atheist belief atheism existence faith ence religion universe religious theist strong assume assumption cannot prove,good,good,2,2
177,atheist belief atheism existence faith ence religion universe religious theist strong cannot assume assumption prove,good,good,2,2
178,atheist belief atheism religion existence truth ence keith universe christianity cannot mike strong accept argument,good,good,2,2
179,atheist belief religion atheism existence christianity ence faith cannot truth universe argument accept keith strong,good,good,2,2
180,atheist religion atheism religious belief faith theist strong command universe position saturn cause response following,good,good,2,2
181,atheist religion atheism religious command faith boot switch prof everything following symposium send cycle message,good,rather_bad,2,-1
182,attack lebanese muslim hernlem israeli left troops peace fire away quite stop religion israel especially,good,good,2,2
183,attack lebanese muslim israeli hernlem fire stop troops left away quite lebanon limbaugh perhaps lord,good,rather_bad,2,-1
184,attack muslim lebanese religion left quite israeli fire hernlem away peace troops especially perhaps stop,good,rather_bad,2,-1
185,attack muslim tank peace ticket away stop brad fire lebanese limbaugh hitler cover hernlem hope,bad,rather_bad,-2,-1
186,attack tank buffalo fire ncsu away cover brad stand hernlem limbaugh hawk stop pray fight,bad,rather_bad,-2,-1
187,attack tank fire buffalo brad ncsu limbaugh cover stand away hernlem hawk fight stop adobe,bad,rather_bad,-2,-1
188,attack tank fire buffalo ncsu away cover stand hernlem limbaugh stop pray brad hawk fight,bad,rather_good,-2,1
189,attack tank fire stop away hernlem pray limbaugh darren lebanese cover hawk stand brad ncsu,bad,rather_bad,-2,-1
190,attack tank lebanese brad ncsu village limbaugh hernlem lebanon fight stop cover hawk civilian guerilla,bad,good,-2,2
191,attack tank lebanese brad village ncsu lebanon limbaugh hernlem stop fight civilian cover hawk guerilla,good,good,2,2
192,attack tank peace ticket muslim brad fire stop away hitler limbaugh ncsu cover hernlem hope,good,rather_bad,2,-1
193,attack tank ticket hitler buffalo brad fire medium ncsu limbaugh peace away stop white black,rather_bad,rather_bad,-1,-1
194,attack tank ticket peace brad hitler fire ncsu stop limbaugh away cover black medium white,bad,rather_bad,-2,-1
218,banks gordon pitt surrender font skepticism intellect soon cadre shameful chastity type blood brain teenager,bad,rather_good,-2,1
239,baseball period player boston season brave ball pittsburgh pitch smith dave pitcher pitching third alaska,good,rather_good,2,1
240,baseball player season period brave ball boston smith score hitter pitch pitcher dave pitching third,good,good,2,2
241,baseball player season period brave ball smith boston score hitter pitch pitcher dave pitching league,good,good,2,2
242,battery looking email sell graphics food apple advance dyer nasa fine friend image running found,rather_bad,rather_good,-1,1
243,battery looking email steve uiuc friend food advance dyer fine sell doctor month running nasa,bad,rather_good,-2,1
248,begin father massacre sport jayne joel newspaper hole soldier russian yassin oracle french spirit fill,bad,rather_good,-2,1
249,belief atheist ence atheism faith existence religion universe religious prove theist strong assume assumption nothing,good,good,2,2
250,belief atheist ence atheism faith existence religion universe religious prove theist strong assumption assume nothing,good,good,2,2
251,belief atheist ence atheism faith existence religion universe religious theist prove assume strong assumption nothing,good,good,2,2
252,berkeley court charge anti francisco hate dangerous jacket legal property judge california leather museum lawyer,good,good,2,2
253,berkeley court charge anti francisco legal judge lawyer dangerous hate jacket california property copyright museum,good,rather_good,2,1
254,berkeley court hate francisco anti charge jacket dangerous property leather museum legal california judge arens,rather_bad,rather_good,-1,1
255,berkeley court love hate francisco anti jacket property leather charge money museum dangerous loud safe,bad,rather_bad,-2,-1
256,berkeley love court hate francisco anti money jacket property leather charge choose loud museum safe,bad,rather_good,-2,1
257,bible christ lord faith scripture heaven father teach save spirit mary love matthew shall earth,good,good,2,2
258,bible christ lord faith scripture heaven matthew teach father love save mary spirit shall earth,good,good,2,2
259,bible christ matthew church word lord father faith scripture heaven passage doctrine spirit holy teach,good,good,2,2
260,bible christ matthew heaven scripture lord father word passage teach mary spirit doctrine verse faith,good,good,2,2
261,bible christ matthew lord faith heaven scripture teach father word mary save spirit love shall,good,good,2,2
262,bible christ matthew lord father faith word holy spirit scripture heaven teach doctrine passage church,good,good,2,2
263,bible christ matthew lord father faith word holy spirit scripture heaven teach passage doctrine mary,good,good,2,2
264,bible christ matthew lord heaven scripture faith teach word father mary save spirit passage verse,good,good,2,2
265,bible christ matthew lord heaven scripture faith word father teach mary passage spirit save verse,good,good,2,2
266,bible christ matthew word authority scripture human means passage truth always belief saying heaven coming,good,good,2,2
267,bible christ matthew word authority scripture human means passage truth always saying belief coming mark,good,good,2,2
268,bible church christ faith matthew catholic scripture father lord word heaven holy spirit truth belief,good,good,2,2
269,bible church christ faith matthew father scripture lord word catholic truth heaven holy belief spirit,good,good,2,2
270,bible church christ faith matthew father word scripture truth lord belief heaven holy spirit authority,good,good,2,2
271,bible church christ faith matthew word father scripture truth belief lord heaven holy spirit authority,good,good,2,2
272,bible church christ truth faith lord catholic scripture father belief christianity heaven hell holy interpretation,good,good,2,2
273,bible church christ truth faith lord catholic scripture father christianity belief heaven hell holy interpretation,good,good,2,2
274,bible church christ truth faith love word lord paul catholic belief quote scripture father matthew,good,good,2,2
275,bible church christ truth faith love word lord paul catholic scripture father matthew quote belief,good,good,2,2
276,bible religion turkish church belief truth argument faith christ atheist greek human ence word muslim,good,good,2,2
277,bible religion turkish church belief truth argument faith christ atheist greek muslim human ence word,good,good,2,2
278,bible religion turkish church belief truth argument faith christ atheist muslim ence greek human word,good,good,2,2
279,bible religion turkish church belief truth argument faith christ atheist muslim greek ence human word,good,good,2,2
280,bible religion turkish church belief truth argument faith christ atheist muslim greek human ence word,good,good,2,2
281,bible religion turkish church belief truth argument faith christ ence muslim greek human atheist word,good,good,2,2
282,bible religion turkish church belief truth argument faith christ ence muslim greek human word atheist,good,good,2,2
283,bible religion turkish church belief truth argument faith christ ence muslim greek word human moral,good,good,2,2
284,bible religion turkish church belief truth argument faith christ ence word muslim greek human moral,good,good,2,2
285,bible religion turkish church belief truth argument faith christ word ence muslim greek human moral,good,good,2,2
286,bible religion turkish church belief truth faith argument christ atheist greek muslim word human ence,good,good,2,2
287,bible religion turkish church belief truth faith argument christ atheist word greek muslim human moral,good,good,2,2
288,bible religion turkish church belief truth faith argument christ word greek muslim atheist moral human,good,good,2,2
292,bike engine front mile speed tire road turn light motorcycle wheel driving model ford left,good,good,2,2
293,bike engine front mile speed tire road turn light motorcycle wheel driving model left ford,good,good,2,2
294,bike engine front mile speed tire road turn motorcycle light wheel driving model ford left,good,good,2,2
295,bike engine front mile tire motorcycle wheel driving ford rear honda vehicle brake traffic speed,good,good,2,2
296,bike engine front mile tire road speed motorcycle wheel turn driving light model rear cross,good,good,2,2
297,bike engine front tire mile wheel road friend motorcycle modem cross model speed vehicle driving,good,good,2,2
298,bike engine mile front tire wheel motorcycle driving ford rear honda vehicle brake traffic radar,good,good,2,2
299,bike engine mile tire wheel motorcycle front ford rear honda driving vehicle brake traffic radar,good,good,2,2
300,bike engine mile tire wheel motorcycle front ford rear honda vehicle driving brake traffic radar,good,good,2,2
301,bike firearm knife criminal carry death weapon scsi murder smith handgun moral child defense tape,good,good,2,2
302,bike mile front speed tire turn road wheel rear brake motorcycle driving vehicle fast left,good,good,2,2
303,bike mile front tire road speed turn wheel rear brake motorcycle driving vehicle left fast,good,good,2,2
304,bike mile road front speed tire turn engine motorcycle driving wheel light ford rear honda,good,good,2,2
305,bike mile speed front road tire turn motorcycle engine wheel driving light rear honda ford,good,good,2,2
306,bike mile speed front turn tire road motorcycle wheel driving rear brake honda left fast,good,good,2,2
307,bike speed apple turn disk fast mile tire simms mouse driver cable wheel engine memory,rather_bad,good,-1,2
308,bike speed apple turn mile tire fast simms front wheel engine cable rear motorcycle driver,good,good,2,2
309,bike speed mile front tire turn wheel road rear brake motorcycle fast left driving vehicle,good,good,2,2
310,bike speed mile front turn tire road motorcycle engine wheel driving rear honda fast left,good,good,2,2
311,bike speed mile turn front tire road engine motorcycle wheel driving fast rear honda left,good,good,2,2
312,bike speed mile turn front tire road engine motorcycle wheel fast driving rear honda simms,good,good,2,2
313,bike speed mile turn front tire road motorcycle wheel driving rear brake fast honda left,good,good,2,2
314,bike speed turn apple mile tire fast brake wheel mouse driver rear disk engine cable,good,good,2,2
315,bike speed turn apple mile tire simms fast wheel mouse brake rear driver front engine,bad,good,-2,2
316,bike speed turn mile apple tire front simms fast wheel engine motorcycle road rear left,rather_good,good,1,2
317,bike speed turn mile apple tire simms fast front wheel rear brake engine motorcycle left,good,good,2,2
318,bike speed turn mile front tire simms apple wheel engine motorcycle fast road rear left,good,good,2,2
319,bike speed turn mile tire front simms wheel motorcycle road fast rear brake left honda,good,good,2,2
320,bike turn engine front mile road tire driving cross unit stick lock wheel owner foot,good,good,2,2
321,bill clinton fire batf scott stratus compound koresh child waco tear agent distribution cult watch,bad,rather_good,-2,1
322,bill clinton fire batf stratus scott compound waco distribution child company agent watch today warrant,bad,rather_good,-2,1
323,bill clinton fire batf stratus scott compound waco distribution modem company child today agent warrant,rather_bad,rather_good,-1,1
324,bill clinton fire koresh batf scott child compound stratus waco tear cult distribution agent watch,rather_bad,rather_good,-1,1
325,bill clinton modem batf stratus fire waco scott compound distribution company country warrant today agent,rather_bad,rather_good,-1,1
326,bill clinton modem stratus batf fire waco scott compound company distribution country washington packet handheld,rather_bad,rather_good,-1,1
327,bill distribution port modem serial stratus connect special packet several william rocket keywords interrupt baud,bad,rather_good,-2,1
328,bill distribution port modem serial stratus connect special several packet keywords william rocket interrupt baud,rather_good,rather_good,1,1
329,bill fire koresh clinton scott child batf compound stratus waco cult tear agent burn today,bad,rather_bad,-2,-1
330,bill modem scott folks stratus batf distribution fire company compound special speak packet warrant today,rather_bad,rather_good,-1,1
331,bill modem scott stratus batf distribution folks company fire serial compound special waco port speak,bad,rather_bad,-2,-1
332,bill modem stratus company batf scott serial distribution port fire packet waco folks compound special,bad,rather_good,-2,1
333,bill modem stratus scott batf company distribution serial folks fire port waco special compound packet,bad,rather_good,-2,1
357,black white pick straight homosexual male rose sexual harris weaver johnson cooper partner hulman gold,bad,good,-2,2
358,black white pick straight male rose homosexual harris nothing sexual johnson showing partner handling hulman,rather_bad,rather_bad,-1,-1
359,black white pick straight male rose homosexual sexual johnson harris nothing partner handling hulman showing,bad,rather_bad,-2,-1
364,body dead town duke kill child mountain shot azeri azerbaijan soviet massacre road force azerbaijani,good,good,2,2
365,body town dead duke kill mountain azeri azerbaijan soviet massacre child shot road azerbaijani force,bad,good,-2,2
492,canada ryan wave stephen indiana funny ontario blue ottawa danny smoke story sticker afford jonathan,bad,rather_good,-2,1
493,cancer word health center application higgins research increase fnal science resource national internet field randy,bad,rather_good,-2,1
494,cand doctor suck treatment anti infection vitamin body cause quack medical pilot yeast bias antibiotic,good,rather_good,2,1
495,cand doctor treatment anti suck cause yeast disease infection body medical vitamin blood quack physician,good,rather_good,2,1
496,cand doctor treatment suck anti infection body cause yeast vitamin medical quack disease blood pilot,good,rather_good,2,1
497,cand palestinian israel suck nasa cause west israeli infection astronaut stup anti bank bias degree,good,rather_bad,2,-1
498,cand suck infection anti palestinian cause vitamin west doctor body astronaut bias treatment pilot bank,bad,rather_bad,-2,-1
502,card driver memory simms cards crash gateway battery backup diamond tower accelerator tape boot color,rather_bad,rather_good,-1,1
503,card driver memory simms cards crash gateway battery backup diamond tower tape accelerator boot color,good,rather_good,2,1
504,card driver sound copy light mark machine left running free disk following memory water else,bad,rather_bad,-2,-1
505,card driver sound light copy running machine crash mark gateway anybody left hardware speaker backup,good,rather_good,2,1
506,card driver sound light running gateway machine crash copy mark anybody diamond latest hardware memory,bad,rather_good,-2,1
507,card driver sound machine light running copy gateway mark crash memory left anybody hardware option,bad,rather_bad,-2,-1
508,care health country market america company money gary perry columbia drug liberal somalia germany german,rather_bad,good,-1,2
509,care mark couple marriage poor married insurance abortion coverage rent live speech child free money,bad,rather_good,-2,1
510,care mark marriage poor child couple live deserve free together services deliver choose parent health,rather_bad,good,-1,2
511,care marriage couple poor child mark health package live public together commitment congress free immunization,bad,good,-2,2
512,care marriage couple public insurance child kind poor live health congress whether ever mark free,bad,rather_good,-2,1
513,care marriage couple public kind congress live mark poor ever together whether output technology package,bad,rather_good,-2,1
514,care marriage insurance couple child mark poor money coverage live abortion public free rent parent,bad,rather_good,-2,1
515,care marriage insurance couple child poor mark public abortion money coverage live free health rent,rather_good,rather_good,1,1
516,care marriage insurance couple child poor public health mark abortion money coverage free live congress,bad,rather_good,-2,1
517,care marriage insurance couple mark poor child money coverage abortion live rent public free married,good,good,2,2
518,care marriage insurance couple poor mark child money abortion coverage public live rent free health,good,rather_good,2,1
519,care marriage insurance health public couple child poor congress kind free package whether live commitment,good,good,2,2
520,care marriage mark couple poor insurance child live abortion coverage married money rent free speech,rather_good,rather_good,1,1
534,cause father message view user whole bill white head check code appear begin attack within,bad,rather_bad,-2,-1
535,cause food medical disease health patient doctor report cand cancer treatment steve body blood infection,good,good,2,2
536,cause launch cand report military face charge anti fire knife woman infection weapon police health,rather_bad,rather_good,-1,1
537,cause medical health report disease food cand face infection doctor charge steve military body knife,good,rather_bad,2,-1
538,cause report cand health medical face military charge disease food infection knife dangerous anti among,rather_bad,rather_bad,-1,-1
539,cause report health food study disease medical doctor steve increase patient center among body treatment,good,good,2,2
540,center nasa research image internet graphics cancer virginia health medical contact april email mike archive,bad,rather_good,-2,1
541,center research internet virginia office conference phone computing national department north film address campus australia,bad,good,-2,2
542,center research internet virginia office phone nasa north email computing film contact national maine harvard,bad,good,-2,2
543,center research internet virginia phone office nasa email north computing film contact national maine harvard,rather_good,good,1,2
544,center research nasa medical april health cancer internet virginia report national volume page newsletter contact,good,rather_good,2,1
545,center research nasa medical april health report cancer national virginia page volume internet newsletter office,bad,rather_good,-2,1
546,center research virginia internet nasa office phone north film email computing contact maine national tiff,bad,good,-2,2
547,center research virginia nasa internet tiff film contact image maine graphics mike news north conference,bad,rather_good,-2,1
548,center research virginia nasa internet tiff film contact maine mike image graphics news north conference,bad,rather_good,-2,1
549,center virginia research internet nasa film office maine national north contact conference phone computing campus,rather_bad,good,-1,2
550,center virginia research nasa internet film maine contact national office conference north news phone report,good,rather_good,2,1
551,center virginia research nasa internet film maine contact office national conference north news report phone,bad,rather_good,-2,1
564,character font printer print vice page cell code bill beauchaine bobbe thought deskjet beep blow,good,rather_bad,2,-1
604,child body woman dead town army massacre azerbaijan azeri kill attack three destroy terrorist soviet,good,good,2,2
605,child drug care country society party insurance freedom medium germany difference political german social suggest,good,good,2,2
606,child kill food woman cause fire disease left doctor live body health patient home friend,bad,good,-2,2
607,child koresh rutgers rock kaldis michael doctor georgia injury trial radio germany witness society easter,bad,rather_good,-2,1
608,child michael koresh rutgers phil radio rock witness trial kaldis judge georgia ence ians covington,bad,rather_good,-2,1
609,child michael koresh rutgers phil radio witness rock trial judge ence kaldis georgia ians kill,bad,rather_bad,-2,-1
610,child remember duke chip maybe risc email away center sell turn monitor color argument nasa,bad,rather_good,-2,1
611,child report picture kaldis ence word news nothing whether send rutgers phone homosexual home today,bad,rather_bad,-2,-1
612,child rutgers kaldis koresh doctor rock easter germany injury society michael trial radio ence report,bad,rather_good,-2,1
613,child rutgers kaldis report easter homosexual rock ence society germany picture word doctor injury koresh,bad,rather_bad,-2,-1
614,child turkish woman turkey armenia turk greek military russian army weapon live village today plane,bad,rather_good,-2,1
615,child woman body dead massacre army village muslim russian azerbaijan attack turkish town minority report,bad,good,-2,2
622,chip encryption clipper escrow security secure agency technology enforcement privacy encrypt algorithm protect crypto secret,good,good,2,2
623,chip encryption clipper phone escrow security secure technology agency privacy protect enforcement algorithm encrypt crypto,good,good,2,2
624,chip encryption clipper security escrow privacy encrypt technology agency enforcement message phone algorithm protect secret,good,good,2,2
625,chip encryption clipper security privacy escrow technology encrypt agency phone enforcement message algorithm protect secure,good,good,2,2
626,chip encryption clipper security privacy phone escrow technology agency secure encrypt algorithm message enforcement protect,good,good,2,2
627,chip encryption phone public security clipper access message algorithm technology privacy product protect agency secure,good,good,2,2
647,church bible christ catholic faith matthew lord scripture father word spirit paul holy passage interpretation,good,good,2,2
648,church bible christ catholic matthew faith lord scripture father word spirit holy paul passage interpretation,good,good,2,2
649,church bible christ faith catholic matthew lord scripture father word spirit holy heaven interpretation teach,good,good,2,2
650,church bible christ faith catholic matthew lord scripture father word spirit holy teach interpretation heaven,good,good,2,2
651,church bible christ faith catholic matthew lord scripture father word spirit holy teach interpretation passage,good,good,2,2
652,church catholic authority pope bible public country belief live strong child religion love regard always,good,good,2,2
653,church catholic authority pope matter member bishop faith involve schism command teaching situation public bible,good,good,2,2
654,church catholic authority pope matter member bishop tradition teaching priest involve doctrine schism command faith,good,good,2,2
655,church catholic pope authority tradition doctrine priest orthodox teaching bishop divine nature matter revelation schism,good,good,2,2
656,church catholic pope authority tradition doctrine priest orthodox teaching bishop nature divine matter revelation schism,good,good,2,2
